Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14
-0.25960124,0.2596013,0.25960127,-0.25960138,0.25960124,0.25960127,0.25960135,-0.2596013,0.2596013,0.2596013,0.2596014,-0.2596014,-0.25960138,0.25960127
0.26345658,-0.26345664,-0.26345658,0.26345673,-0.26345655,-0.26345664,-0.2634567,0.26345667,-0.2634566,-0.2634566,-0.2634567,0.2634567,0.2634567,-0.26345664
-0.2556803,0.25568038,0.25568032,-0.25568047,0.25568026,0.25568038,0.25568047,-0.25568044,0.25568035,0.25568035,0.25568053,-0.25568047,-0.25568047,0.25568035
-0.29309347,0.29309362,0.2930935,-0.29309368,0.2930935,0.29309356,0.29309362,-0.2930936,0.29309356,0.29309353,0.29309368,-0.29309368,-0.29309368,0.29309353
-0.15439251,0.15439261,0.15439254,-0.15439269,0.15439253,0.15439257,0.15439264,-0.15439259,0.15439256,0.15439257,0.15439272,-0.15439266,-0.1543927,0.15439259
-0.36076614,0.36076626,0.3607662,-0.36076644,0.3607661,0.36076623,0.3607664,-0.36076623,0.3607662,0.3607662,0.3607665,-0.36076644,-0.3607664,0.36076626
0.15552425,-0.1555243,-0.15552425,0.15552434,-0.15552424,-0.15552427,-0.15552431,0.15552428,-0.15552425,-0.15552427,-0.15552434,0.15552433,0.15552433,-0.15552428
-0.13047262,0.13047266,0.13047265,-0.1304727,0.13047262,0.13047266,0.13047269,-0.13047267,0.13047265,0.13047265,0.13047273,-0.13047273,-0.13047272,0.13047265
-0.048700448,0.048700478,0.048700456,-0.048700493,0.048700448,0.048700463,0.048700485,-0.048700478,0.048700463,0.04870045,0.048700493,-0.048700478,-0.048700478,0.04870046
-0.12070908,0.12070912,0.1207091,-0.12070915,0.12070907,0.1207091,0.120709136,-0.12070912,0.1207091,0.120709084,0.12070915,-0.12070914,-0.12070916,0.120709114
0.30306473,-0.3030649,-0.3030648,0.303065,-0.30306476,-0.30306485,-0.3030649,0.30306488,-0.30306482,-0.3030648,-0.30306506,0.303065,0.30306503,-0.30306485
0.10174003,-0.101740055,-0.10174002,0.10174007,-0.10174003,-0.10174004,-0.10174007,0.10174005,-0.10174005,-0.10174004,-0.10174008,0.101740085,0.10174007,-0.101740055
-0.19244952,0.19244966,0.19244958,-0.19244972,0.19244955,0.19244963,0.19244969,-0.19244967,0.19244964,0.1924496,0.19244973,-0.19244972,-0.19244972,0.19244963
0.24171734,-0.24171743,-0.24171735,0.24171746,-0.24171731,-0.2417174,-0.24171744,0.24171743,-0.2417174,-0.24171738,-0.24171749,0.24171746,0.24171747,-0.24171738
0.021393055,-0.021393042,-0.021393046,0.021393044,-0.021393048,-0.021393046,-0.021393042,0.021393038,-0.021393048,-0.021393051,-0.021393042,0.02139305,0.021393048,-0.021393051
-0.0077109803,0.007711008,0.0077109914,-0.007711012,0.0077109896,0.007710997,0.007711012,-0.007711008,0.007710997,0.0077109914,0.0077110194,-0.00771101,-0.007711012,0.007710995
0.06838206,-0.06838208,-0.06838206,0.06838209,-0.06838206,-0.06838208,-0.068382084,0.06838207,-0.06838208,-0.06838208,-0.0683821,0.06838211,0.0683821,-0.06838208
-0.14626563,0.14626567,0.14626564,-0.1462657,0.1462656,0.14626567,0.1462657,-0.1462657,0.14626566,0.14626564,0.14626572,-0.1462657,-0.14626572,0.14626566
0.349637,-0.3496371,-0.349637,0.3496372,-0.34963697,-0.34963703,-0.34963718,0.3496371,-0.34963703,-0.34963703,-0.34963724,0.34963715,0.34963724,-0.3496371
-0.174182,0.17418204,0.17418203,-0.17418213,0.17418198,0.17418204,0.17418212,-0.17418207,0.17418203,0.17418204,0.17418218,-0.17418215,-0.17418215,0.17418204
-0.24953648,0.24953657,0.24953651,-0.24953666,0.24953648,0.24953654,0.24953663,-0.24953654,0.24953651,0.24953651,0.24953666,-0.2495367,-0.24953666,0.24953654
-0.25988305,0.25988317,0.25988308,-0.25988322,0.25988302,0.25988308,0.2598832,-0.25988314,0.2598831,0.2598831,0.25988325,-0.25988322,-0.25988325,0.25988314
-0.032108206,0.032108232,0.032108217,-0.032108247,0.03210821,0.032108225,0.03210824,-0.03210824,0.03210822,0.032108217,0.03210825,-0.032108232,-0.03210824,0.032108217
